FullAddress,Latitude,Longitude
"1982, Hamilton, MA",42.63620520000001,-70.8431049
"19075, Oreland, PA",40.1174344,-75.1837216
"8810, South Brunswick, NJ",40.3749332,-74.49359129999999
"32666, Melrose, FL",29.7097153,-82.0481798
"19041, Haverford, PA",40.0022406,-75.3208107
"48350, Springfield, MI",42.7521612,-83.5412042
"2655, Barnstable, MA",41.6293481,-70.38963269999999
"7826, Branchville, NJ",41.1465171,-74.7524045
"27571, Rolesville, NC",35.9189174,-78.4553013
"65653, Forsyth, MO",36.6850612,-93.1199012
"86333, Mayer, AZ",34.3978054,-112.2362734
"93926, Gonzales, CA",36.5066295,-121.4443806
"16735, Kane, PA",41.6628394,-78.81114269999999
"19506, Jefferson, PA",40.4364682,-76.16678069999999
"1921, Boxford, MA",42.6599138,-70.9971338
"19510, Maidencreek, PA",40.4465039,-75.8824422
"41073, Bellevue, KY",39.0992398,-84.47763719999999
"7756, Neptune, NJ",40.21145610000001,-74.0079781
"13211, Mattydale, NY",43.1014013,-76.1261969
"13077, Homer, NY",42.7043763,-76.2015572
"42408, Dawson Springs, KY",37.1672684,-87.6925074
"43011, Centerburg, OH",40.3043902,-82.69623709999999
"79121, Amarillo, TX",35.17681280000001,-101.9291015
"60195, Schaumburg, IL",42.0659922,-88.08641229999999
"95631, Foresthill, CA",39.0201768,-120.8179891
"7432, Midland Park, NJ",40.9965212,-74.1386767
"55340, Medina, MN",45.07486979999999,-93.5772727
"46069, Sheridan, IN",40.1350375,-86.2205487
"52333, Solon, IA",41.8072031,-91.49414809999999
"92655, Westminster, CA",33.746245,-117.9820097
"7041, Millburn, NJ",40.727549,-74.2971543
"97016, Clatskanie, OR",46.1041403,-123.2039361
"71409, Boyce, LA",31.3904558,-92.66931319999999
"93646, Orange Cove, CA",36.624394,-119.3137301
"7924, Bernardsville, NJ",40.7295773,-74.5814773
"38028, Hickory Withe, TN",35.203307,-89.6345796
"54155, Hobart, WI",44.5176348,-88.22664340000001
"83341, Kimberly, ID",42.5338019,-114.3647561
"98294, Sultan, WA",47.8626013,-121.8165095
"31321, Pembroke, GA",32.1360332,-81.6220565
"75708, Tyler, TX",32.4073961,-95.2057909
"95693, Wilton, CA",38.3888359,-121.193945
"55386, Victoria, MN",44.8619394,-93.6673942
"6422, Durham, CT",41.47797380000001,-72.6810963
"21017, Belcamp, MD",39.4728944,-76.24211849999999
"66006, Baldwin City, KS",38.775007,-95.1863603
"14464, Hamlin, NY",43.3335989,-77.93959699999999
"28124, Mount Pleasant, NC",35.399308,-80.4358963
"75148, Malakoff, TX",32.1695965,-96.0124678
"16316, Conneaut Lakeshore, PA",41.624037,-80.30459669999999
"53520, Brodhead, WI",42.6183424,-89.3762278
"24651, Tazewell, VA",37.11483740000001,-81.5195548
"7732, Middletown, NJ",40.4140752,-73.9888797
"74120, Tulsa, OK",36.1495215,-95.9753267
"33920, Alva, FL",26.7156236,-81.6100797
"10547, Yorktown, NY",41.31085050000001,-73.8477874
"21163, Woodstock, MD",39.328064,-76.872796
"24065, Boones Mill, VA",37.1168053,-79.95531360000001
"97378, Sheridan, OR",45.0972788,-123.3953926
"93625, Fowler, CA",36.6305058,-119.6784697
"7764, West Long Branch, NJ",40.2897287,-74.0241367
"1226, Dalton, MA",42.4736959,-73.1662138
"13624, Clayton, NY",44.2434513,-76.111746
"7755, Ocean, NJ",40.2598423,-74.0241367
"37681, Limestone, TN",36.2252228,-82.6315669
"46783, Roanoke, IN",40.9625467,-85.37330779999999
"70446, Loranger, LA",30.6357439,-90.3981441
"18072, Pen Argyl, PA",40.86870640000001,-75.2549025
"29451, Isle of Palms, SC",32.8203378,-79.7455956
"4364, Winthrop, ME",44.3145129,-69.9567134
"12832, Granville, NY",43.4078495,-73.259553
"96756, Koloa, HI",21.9036732,-159.4666268
"7023, Fanwood, NJ",40.6407094,-74.3851379
"14047, Evans, NY",42.6918283,-78.9853813
"72774, West Fork, AR",35.9314614,-94.1800289
"72823, Atkins, AR",35.2420396,-92.9374471
"28512, Atlantic Beach, NC",34.6990505,-76.7402108
"97394, Waldport, OR",44.426786,-124.0687302
"43460, Rossford, OH",41.6056979,-83.5656379
"92342, Helendale, CA",34.7482031,-117.3498955
"33876, Sebring, FL",27.4429071,-81.3179364
"21084, Jarrettsville, MD",39.60455,-76.4777422
"27350, Sophia, NC",35.823192,-79.8608677
"12077, Bethlehem, NY",42.60139789999999,-73.78308609999999
"56329, Foley, MN",45.6646892,-93.90970089999999
"46017, Chesterfield, IN",40.1135481,-85.59585729999999
"74108, Tulsa, OK",36.1505981,-95.78792999999999
"7028, Glen Ridge, NJ",40.8007466,-74.2039058
"26187, Williamstown, WV",39.4006299,-81.4481766
"26150, Mineral Wells, WV",39.1788338,-81.5116809
"97325, Aumsville, OR",44.8409548,-122.8709243
"7004, Fairfield, NJ",40.8844007,-74.30595459999999
"11942, East Quogue, NY",40.8555559,-72.6032895
"31028, Centerville, GA",32.6245327,-83.68536759999999
"95005, Ben Lomond, CA",37.0945364,-122.0951062
"1775, Stow, MA",42.4370374,-71.5056199
"8558, Montgomery, NJ",40.4109485,-74.72200169999999
"70722, Clinton, LA",30.8657362,-91.01565939999999
"76050, Grandview, TX",32.2704245,-97.17917589999999
"17737, Wolf, PA",41.2806213,-76.6643728
"48380, Milford, MI",42.5908492,-83.6561215
"28751, Maggie Valley, NC",35.5181575,-83.0976419
"8068, Pemberton, NJ",39.9531287,-74.66346399999999
"85701, Tucson, AZ",32.2147915,-110.9715269
"60135, Genoa, IL",42.097248,-88.6928688
"44273, Seville, OH",41.010055,-81.86236000000001
"8221, Linwood, NJ",39.3538423,-74.5751054
"37025, Bon Aqua, TN",35.9533956,-87.3275828
"68528, Lincoln, NE",40.8223276,-96.8297403
"30628, Colbert, GA",34.0378903,-83.2126517
"52411, Cedar Rapids, IA",42.0553724,-91.7246856
"1519, Grafton, MA",42.2070391,-71.6856236
"48421, Columbiaville, MI",43.1566927,-83.4105053
"19352, New London, PA",39.7561779,-75.8650148
"85045, Phoenix, AZ",33.3031753,-112.1132142
"6057, New Hartford, CT",41.844241,-73.0169135
"21131, Phoenix, MD",39.51291,-76.6074575
"75135, Caddo Mills, TX",33.064166,-96.2284132
"1860, Merrimac, MA",42.8340582,-71.0005509
"7720, Bradley Beach, NJ",40.2012739,-74.0153231
"37769, Lake City, TN",36.2178566,-84.15464519999999
"96795, Waimanalo, HI",21.3490045,-157.7157309
"2537, East Sandwich, MA",41.739579,-70.44319109999999
"49098, Watervliet, MI",42.1867052,-86.26057759999999
"12834, Greenwich, NY",43.0901395,-73.4992824
"14514, Chili, NY",43.10566559999999,-77.7938376
"21904, Port Deposit, MD",39.6048327,-76.11522889999999
"47060, West Harrison, IN",39.2608881,-84.82078489999999
"46552, New Carlisle, IN",41.7003231,-86.509462
"16870, Patton, PA",40.8033255,-78.0880129
"54021, Prescott, WI",44.7488565,-92.8021471
"95619, Diamond Springs, CA",38.6869632,-120.8096918
"36312, Ashford, AL",31.1829562,-85.23632099999999
"37220, Nashville, TN",36.0627396,-86.7868768
"22973, Stanardsville, VA",38.2973519,-78.44000989999999
"48888, Stanton, MI",43.2925317,-85.08140739999999
"35114, Alabaster, AL",33.2308594,-86.87221459999999
"36572, Satsuma, AL",30.8525939,-88.05586799999999
"39629, Bogue Chitto, MS",31.4393717,-90.4576548
"7422, Highland Lake, NJ",41.17676230000001,-74.4565453
"20711, Lothian, MD",38.8317815,-76.611351
"30173, Silver Creek, GA",34.1752778,-85.1609264
"84315, Hooper, UT",41.15968609999999,-112.166867
"6335, Ledyard, CT",41.4331938,-72.0586677
"12186, New Scotland, NY",42.6284995,-73.9712488
"93022, Oak View, CA",34.399996,-119.3001134
"18078, North Whitehall, PA",40.6692967,-75.632447
"3841, Hampstead, NH",42.8744289,-71.1804988
"65548, Mountain View, MO",36.9953322,-91.70375500000002
"11363, New York, NY",40.7728635,-73.74484369999999
"60136, Gilberts, IL",42.1013645,-88.37734619999999
"4071, Raymond, ME",43.89526679999999,-70.4663818
"60942, Hoopeston, IL",40.4672587,-87.6683573
"97444, Gold Beach, OR",42.4073334,-124.421774
"29540, Darlington, SC",34.3003526,-79.8757116
"53122, Elm Grove, WI",43.0428377,-88.0793743
"21226, Baltimore, MD",39.2101586,-76.5603828
"44081, Perry, OH",41.7603259,-81.1409322
"49415, Fruitport, MI",43.1243989,-86.15526729999999
"96145, Tahoe City, CA",39.1677134,-120.1451812
"12822, Corinth, NY",43.2445168,-73.83234460000001
"27043, Pinnacle, NC",36.3293051,-80.43311159999999
"78226, San Antonio, TX",29.3801069,-98.56660769999999
"97525, Gold Hill, OR",42.4317894,-123.0506035
"53578, Prairie du Sac, WI",43.3098907,-89.7567693
"13114, Mexico, NY",43.4595138,-76.2288176
"18655, Union, PA",41.1857878,-76.2015572
"13073, Groton, NY",42.5878489,-76.3668792
"19076, Prospect Park, PA",39.885086,-75.30914829999999
"60096, Winthrop Harbor, IL",42.4788496,-87.8237456
"15478, Georges, PA",39.8026628,-79.8520818
"12158, Bethlehem, NY",42.5474845,-73.8066163
"32730, Casselberry, FL",28.6553497,-81.3426916
"23487, Windsor, VA",36.808483,-76.74412459999999
"53126, Caledonia, WI",42.7781495,-88.0020589
"13135, Schroeppel, NY",43.2450888,-76.3289941
"36611, Chickasaw, AL",30.7637991,-88.0747222
"73049, Jones, OK",35.5658936,-97.2869781
"20616, Bryans Road, MD",38.6551092,-77.09098089999999
"28594, Emerald Isle, NC",34.6779399,-76.95077619999999
"50035, Bondurant, IA",41.7005376,-93.46198629999999
"55719, Chisholm, MN",47.4890971,-92.88379599999999
"62012, Brighton, IL",39.0397688,-90.1406643
"41016, Ludlow, KY",39.0925597,-84.5474435
"46711, Berne, IN",40.6578242,-84.9519115
"38225, Dresden, TN",36.2914512,-88.7081122
"92661, Newport Beach, CA",33.602788,-117.9102538
"32531, Baker, FL",30.7971318,-86.681344
"95470, Redwood Valley, CA",39.2652491,-123.2041429
"56367, Rice, MN",45.7529003,-94.2223283
"56468, Nisswa, MN",46.5205224,-94.2886089
"28097, Locust, NC",35.3040317,-80.3992652
"75559, De Kalb, TX",33.5087256,-94.61631899999999
"62230, Breese, IL",38.6106042,-89.52703059999999
"7068, Roseland, NJ",40.8267932,-74.3176876
"24441, Grottoes, VA",38.2673516,-78.8258584
"30183, Waleska, GA",34.3164826,-84.5521524
"38680, Lynchburg, MS",34.9624545,-90.1089902
"45345, New Lebanon, OH",39.7453337,-84.3849462
"66227, Lenexa, KS",38.97346,-94.8740636
"7513, Paterson, NJ",40.9045824,-74.1504204
"64040, Holden, MO",38.7141778,-93.9913303
"6279, Willington, CT",41.8809434,-72.2600655
"16033, Forward, PA",40.7779997,-80.0199562
"78575, Rancho Viejo, TX",26.0395222,-97.5563763
"49055, Gobles, MI",42.3608691,-85.8794635
"98596, Winlock, WA",46.4912176,-122.9378983
"14487, Livonia, NY",42.8214525,-77.66860969999999
"95220, Acampo, CA",38.1747217,-121.27775
"7465, Wanaque, NJ",41.0601152,-74.29422079999999
"3848, Kingston, NH",42.9106104,-71.0616623
"45171, Sardinia, OH",39.0078448,-83.8085377
"78025, Ingram, TX",30.0774307,-99.24032129999999
"2830, Burrillville, RI",42.0000812,-71.6317359
"74047, Mounds, OK",35.8715222,-96.0606892
"21120, Parkton, MD",39.6430963,-76.65825889999999
"65010, Ashland, MO",38.7744802,-92.2571304
"11516, Cedarhurst, NY",40.6270365,-73.7271909
"79036, Fritch, TX",35.6404433,-101.6025476
"75709, Tyler, TX",32.3208499,-95.3834854
"81635, Parachute, CO",39.45192249999999,-108.0528529
"18661, White Haven, PA",41.06064,-75.77408199999999
"29431, Bonneau, SC",33.305446,-79.95785649999999
"14706, Allegany, NY",42.0900647,-78.4941887
"34637, Land O Lakes, FL",28.290178,-82.4644445
"59847, Lolo, MT",46.7573817,-114.0813175
"46120, Cloverdale, IN",39.5147682,-86.7938968
"49082, Quincy, MI",41.9442145,-84.8838525
"1073, Southampton, MA",42.224142,-72.7333604
"11709, Bayville, NY",40.9106541,-73.56206890000001
"94028, Portola Valley, CA",37.3871184,-122.2086579
"37082, Kingston Springs, TN",36.10200380000001,-87.1150054
"66217, Shawnee, KS",39.0096652,-94.7846938
"66616, Topeka, KS",39.0704777,-95.63528009999999
"24517, Altavista, VA",37.1118094,-79.285579
"99141, Kettle Falls, WA",48.6107354,-118.0558218
"27013, Cleveland, NC",35.7331953,-80.6770111
"46777, Ossian, IN",40.880603,-85.1663593
"93445, Oceano, CA",35.0988648,-120.612393
"13316, Camden, NY",43.3345138,-75.747964
"60954, Momence, IL",41.1667001,-87.662815
"85361, Surprise, AZ",33.739702,-112.6437026
"3446, Swanzey, NH",42.8427802,-72.3074326
"3868, Rochester, NH",43.3151806,-70.93684689999999
"54002, Baldwin, WI",44.9666323,-92.3743576
"95316, Denair, CA",37.526323,-120.7968711
"1033, Granby, MA",42.263889,-72.4968189
"70710, Addis, LA",30.3547547,-91.26503489999999
"84004, Alpine, UT",40.4532833,-111.7779865
"10590, Lewisboro, NY",41.2381511,-73.52262449999999
"26181, Washington, WV",39.244853,-81.6637765
"84664, Mapleton, UT",40.1087327,-111.5587544
"18810, Athens, PA",41.9572965,-76.5179991
"43465, Walbridge, OH",41.5878281,-83.4932651
"56058, Le Sueur, MN",44.4598517,-93.9113634
"27521, Coats, NC",35.4079393,-78.67195920000002
"21903, Perryville, MD",39.5601129,-76.0713385
"12518, Cornwall, NY",41.4020757,-74.0417628
"97535, Phoenix, OR",42.2754058,-122.818092
"64126, Kansas City, MO",39.0935507,-94.5057333
"48353, Hartland, MI",42.6437242,-83.7305392
"20833, Brookeville, MD",39.1806623,-77.0591452
"48438, Goodrich, MI",42.916972,-83.5063365
"18426, Greene, PA",41.298782,-75.2245693
"18091, Wind Gap, PA",40.8481509,-75.2915694
"46391, Westville, IN",41.54142969999999,-86.9005825
"28394, Vass, NC",35.2562684,-79.2822491
"11560, Locust Valley, NY",40.8759324,-73.5970707
"77963, Goliad, TX",28.6683252,-97.38832649999999
"1376, Turners Falls, MA",42.60425230000001,-72.5564777
"1464, Shirley, MA",42.5448725,-71.648202
"13326, Cooperstown, NY",42.7006303,-74.92432099999999
"46167, Pittsboro, IN",39.8638493,-86.4670776
"3264, Plymouth, NH",43.7570415,-71.6878162
"12570, Beekman, NY",41.6208623,-73.6653939
"30510, Alto, GA",34.4673222,-83.5737843
"79766, Odessa, TX",31.8456816,-102.3676431
"34484, Oxford, FL",28.9274834,-82.0373039
"1524, Leicester, MA",42.245926,-71.90868429999999
"68152, Omaha, NE",41.3354647,-95.99383390000001
"2718, Taunton, MA",41.8579421,-71.014118
"12972, Peru, NY",44.5731475,-73.54523089999999
"97002, Aurora, OR",45.2309536,-122.7559267
"97227, Portland, OR",45.5461375,-122.6766628
"29661, Marietta, SC",35.0283349,-82.5002761
"72727, Elkins, AR",36.0006514,-94.0088348
"98953, Zillah, WA",46.4024116,-120.2605975
"55808, Duluth, MN",46.672836,-92.2392361
"66608, Topeka, KS",39.0842713,-95.6720907
"53955, Poynette, WI",43.3902644,-89.4028963
"46748, Huntertown, IN",41.2504013,-85.17904039999999
"7630, Emerson, NJ",40.9750092,-74.0211989
"28609, Catawba, NC",35.70735579999999,-81.07563449999999
"13108, Marcellus, NY",42.9828438,-76.3404867
"44618, Dalton, OH",40.7989449,-81.69540669999999
"93427, Buellton, CA",34.613597,-120.1926505
"22939, Fishersville, VA",38.1009606,-78.9627624
"7092, Mountainside, NJ",40.684934,-74.3646122
"31822, Pine Mountain, GA",32.8648522,-84.8540982
"48821, Windsor, MI",42.6517139,-84.6583745
"87043, Placitas, NM",35.3069845,-106.4247468
"30113, Buchanan, GA",33.8021734,-85.1900624
"11507, Albertson, NY",40.7691114,-73.6506776
"44201, Atwater, OH",41.0238009,-81.1635821
"21152, Sparks Glencoe, MD",39.5473962,-76.6735137
"1773, Lincoln, MA",42.4217357,-71.2992993
"10994, Clarkstown, NY",41.09411619999999,-73.977126
"46160, Morgantown, IN",39.3714371,-86.26110159999999
"78583, Rio Hondo, TX",26.2353516,-97.5819319
"80543, Milliken, CO",40.3471931,-104.8571368
"85616, Huachuca City, AZ",31.6278703,-110.3339678
"30735, Industrial, GA",34.612867,-84.9088938
"37737, Friendsville, TN",35.7603575,-84.1357453
"80808, Calhan, CO",39.0355459,-104.297186
"75684, Overton, TX",32.2745983,-94.9785515
"4021, Cumberland, ME",43.8022595,-70.27246319999999
"46075, Whitestown, IN",39.9956935,-86.34781509999999
"85552, Thatcher, AZ",32.8492323,-109.7592479
"49021, Bellevue, MI",42.4433716,-85.0180464
"8886, Greenwich, NJ",40.6993993,-75.0961549
"43830, Nashport, OH",40.0706231,-82.17569859999999
"36580, Summerdale, AL",30.496329,-87.70740889999999
"2874, North Kingstown, RI",41.5144495,-71.4893013
"24563, Hurt, VA",37.0926426,-79.2964125
"27349, Snow Camp, NC",35.8934716,-79.43001989999999
"83445, Saint Anthony, ID",43.96630080000001,-111.6821847
"20754, Dunkirk, MD",38.7288732,-76.6528225
"74059, Perkins, OK",35.9739448,-97.03364169999999
"54208, Denmark, WI",44.3477717,-87.8273152
"44730, East Canton, OH",40.7872811,-81.28260949999999
"48655, Saint Charles, MI",43.2994596,-84.1428734
"30710, Varnell, GA",34.9011886,-84.9738349
"2859, Burrillville, RI",41.9620556,-71.7503855
"20685, Saint Leonard, MD",38.4742898,-76.50634190000001
"2738, Marion, MA",41.697719,-70.7525299
"14867, Newfield, NY",42.3305111,-76.6181655
"64153, Kansas City, MO",39.2810821,-94.67542739999999
"64158, Kansas City, MO",39.2293215,-94.48512649999999
"61606, Peoria, IL",40.6974655,-89.6133926
"2642, Eastham, MA",41.8384154,-69.97885509999999
"78266, Garden Ridge, TX",29.6382116,-98.3009201
"81526, Palisade, CO",39.1102587,-108.3509193
"3870, Rye, NH",42.9928394,-70.7763169
"19032, Folcroft, PA",39.8913853,-75.2799884
"49649, Kingsley, MI",44.5847251,-85.53589939999999
"96088, Shingletown, CA",40.49253789999999,-121.8872486
"49250, Jonesville, MI",41.9842131,-84.6619015
"8533, Plumsted, NJ",40.0479478,-74.4760088
"12563, Patterson, NY",41.513264,-73.60482879999999
"49028, Bronson, MI",41.8722716,-85.19469629999999
"53528, Cross Plains, WI",43.11443850000001,-89.6556777
"7830, Tewksbury, NJ",40.7383,-74.7922202
"13865, Windsor, NY",42.0759128,-75.640462
"93219, Earlimart, CA",35.8841206,-119.2723328
"53813, Lancaster, WI",42.8474905,-90.7106821
"6472, North Branford, CT",41.3735733,-72.79246119999999
"10925, Greenwood Lake, NY",41.2225942,-74.29431699999999
"17361, Shrewsbury, PA",39.7568262,-76.6701475
"35117, Mount Olive, AL",33.6709369,-86.8561047
"61252, Fulton, IL",41.8672508,-90.1595705
"75839, Elkhart, TX",31.6251747,-95.5793977
"13309, Boonville, NY",43.4836801,-75.33656069999999
"14174, Porter, NY",43.2408778,-78.9966888
"15626, Delmont, PA",40.4131233,-79.57032009999999
"65336, Knob Noster, MO",38.7666798,-93.55854579999999
"96704, Captain Cook, HI",19.4889833,-155.9101252
"72106, Mayflower, AR",34.9569376,-92.4276786
"95258, Woodbridge, CA",38.1539723,-121.300859
"28018, Bostic, NC",35.362623,-81.835657
"43331, Lakeview, OH",40.4847717,-83.9229952
"1944, Manchester, MA",42.577834,-70.7675967
"19533, Bern, PA",40.419461,-75.9869609
"37329, Englewood, TN",35.4251085,-84.4857492
"61240, Coal Valley, IL",41.4286456,-90.4609648
"21643, Hurlock, MD",38.6350523,-75.864396
"53104, Bristol, WI",42.553716,-88.0314174
"41030, Crittenden, KY",38.7845959,-84.60324039999999
"14469, East Bloomfield, NY",42.8951611,-77.43522089999999
"49251, Leslie, MI",42.4514252,-84.4324695
"53726, Madison, WI",43.06903430000001,-89.4245627
"64831, Anderson, MO",36.650627,-94.44355
"28479, Winnabow, NC",34.1492456,-78.0938338
"84332, Providence, UT",41.7063204,-111.817165
"37742, Greenback, TN",35.6611904,-84.1721357
"63038, Wildwood, MO",38.5775338,-90.6867939
"8501, Upper Freehold, NJ",40.1692019,-74.5580454
"40390, Wilmore, KY",37.860966,-84.662514
"87047, Sandia Park, NM",35.1681798,-106.3664171
"77517, Santa Fe, TX",29.3774488,-95.1327829
"77362, Pinehurst, TX",30.15735729999999,-95.6826122
"44286, Richfield, OH",41.2274088,-81.63638689999999
"7850, Roxbury, NJ",40.9046961,-74.6693186
"53179, Salem, WI",42.5064767,-88.1388989
"25813, Beaver, WV",37.7476157,-81.1423203
"30363, Atlanta, GA",33.7910495,-84.400194
"78013, Comfort, TX",29.967715,-98.90503369999999
"32948, Fellsmere, FL",27.7690431,-80.610489
"53583, Sauk City, WI",43.2708225,-89.722067
"17820, Catawissa, PA",40.9520312,-76.45967
"3452, Jaffrey, NH",42.8142268,-72.02229129999999
"12084, Guilderland, NY",42.7043568,-73.9116433
"21716, Brunswick, MD",39.3143818,-77.6249734
"77358, New Waverly, TX",30.5377007,-95.48327599999999
"19034, Upper Dublin, PA",40.1389997,-75.1953934
"44050, Lagrange, OH",41.2372753,-82.119872
"7069, Watchung, NJ",40.6451039,-74.4349761
"11721, Centerport, NY",40.8989447,-73.3767641
"47356, Middletown, IN",40.0572668,-85.53719699999999
"38826, Tupelo, MS",34.3146049,-88.8551019
"74016, Chelsea, OK",36.535647,-95.432474
"14132, Cambria, NY",43.1510706,-78.8609122
"80540, Lyons, CO",40.2247075,-105.271378
"10516, Philipstown, NY",41.4647713,-73.86542949999999
"66211, Leawood, KS",38.9221969,-94.6295394
"94027, Atherton, CA",37.45117949999999,-122.2029832
"48003, Almont, MI",42.92058420000001,-83.0449347
"66436, Holton, KS",39.4652724,-95.7363723
"99109, Chewelah, WA",48.276287,-117.7155208
"84319, Hyrum, UT",41.6340996,-111.8521653
"48626, Hemlock, MI",43.4147488,-84.2305398
"55359, Independence, MN",44.9952226,-93.73046339999999
"17538, Salunga-Landisville, PA",40.0952865,-76.410349
"17066, Mount Union, PA",40.3845217,-77.8822199
"37036, Charlotte, TN",36.1772797,-87.33973189999999
"93225, Frazier Park, CA",34.8227556,-118.9448219
"3229, Hopkinton, NH",43.1947744,-71.69106599999999
"14750, Lakewood, NY",42.1042241,-79.3331041
"92397, Wrightwood, CA",34.3608341,-117.6333884
"48808, Bath, MI",42.8273575,-84.4592701
"7416, Franklin, NJ",41.1202161,-74.5873348
"8344, Franklin, NJ",39.5652293,-75.0026972
"8230, Upper, NJ",39.2036992,-74.72200169999999
"47165, New Pekin, IN",38.50506,-86.016919
"1430, Ashburnham, MA",42.635545,-71.90973939999999
"17347, East Manchester, PA",40.0514502,-76.68829579999999
"63461, Palmyra, MO",39.7942118,-91.5232106
"75561, Hooks, TX",33.4662328,-94.2885306
"25045, Clendenin, WV",38.488778,-81.348083
"49087, Schoolcraft, MI",42.11421070000001,-85.63777759999999
"32603, Gainesville, FL",29.6577485,-82.3479016
"20769, Glenn Dale, MD",38.9779667,-76.8086617
"67133, Rose Hill, KS",37.5583517,-97.1350405
"29511, Aynor, SC",33.9998881,-79.1994874
"60468, Peotone, IL",41.3322554,-87.78532170000001
"45817, Bluffton, OH",40.8953301,-83.8888288
"37029, Burns, TN",36.0533943,-87.3125103
"62243, Freeburg, IL",38.4218479,-89.9066314
"6447, Marlborough, CT",41.6406001,-72.44948480000001
"29142, Santee, SC",33.4751634,-80.4864764
"92003, Bonsall, CA",33.2822878,-117.185294
"8036, Hainesport, NJ",39.9809263,-74.8331674
"48849, Lake Odessa, MI",42.7847564,-85.1383367
"53080, Saukville, WI",43.3816691,-87.9406453
"23103, Oilville, VA",37.7040695,-77.7847221
"19012, Cheltenham, PA",40.0595051,-75.1049137
"37048, Walnut Grove, TN",36.4842114,-86.6130507
"1747, Hopedale, MA",42.1221817,-71.5308508
"95046, San Martin, CA",37.0964953,-121.57125
"12542, Marlboro, NY",41.60564919999999,-73.9715276
"48070, Huntington Woods, MI",42.4821633,-83.16757989999999
"40507, Lexington, KY",38.0468188,-84.4946871
"99001, Airway Heights, WA",47.6443782,-117.584404
"5676, Waterbury, VT",44.3364912,-72.7551182
"28129, Oakboro, NC",35.2257007,-80.3289521
"37098, Lyles, TN",35.9206072,-87.34611699999999
"32735, Grand Island, FL",28.8824885,-81.7289657
"14512, Naples, NY",42.6153453,-77.4024853
"37665, Kingsport, TN",36.5804277,-82.5753842
"80118, Larkspur, CO",39.2286021,-104.887203
"11096, Inwood, NY",40.6184845,-73.7536695
