FullAddress,Latitude,Longitude
"95131, San Jose, CA",37.3902956,-121.8961047
"29403, Charleston, SC",32.8007242,-79.9500477
"2879, South Kingstown, RI",41.4255848,-71.53678599999999
"98055, Renton, WA",47.4623372,-122.2055058
"98664, Vancouver, WA",45.616422,-122.5804528
"79407, Lubbock, TX",33.580247,-102.0946818
"44024, Chardon, OH",41.5786639,-81.2133262
"77033, Houston, TX",29.6759641,-95.33639509999999
"44406, Canfield, OH",41.0250584,-80.7609121
"91932, Imperial Beach, CA",32.5829894,-117.1205925
"84414, North Ogden, UT",41.3071645,-111.9602196
"43623, Toledo, OH",41.6998261,-83.6508025
"60538, Montgomery, IL",41.7187444,-88.3336477
"84094, Sandy, UT",40.569948,-111.8628205
"86305, Prescott, AZ",34.5394432,-112.4681888
"22182, Vienna, VA",38.9012225,-77.2652604
"75662, Kilgore, TX",32.3862619,-94.87577089999999
"71220, Bastrop, LA",32.7562463,-91.8723497
"46158, Mooresville, IN",39.6128243,-86.37415999999999
"64050, Independence, MO",39.1024788,-94.4079213
"10471, New York, NY",40.8971509,-73.9065883
"30549, Jefferson, GA",34.1170537,-83.5723876
"49601, Cadillac, MI",44.2519526,-85.40116189999999
"75119, Ennis, TX",32.3185311,-96.62106109999999
"32931, Cocoa Beach, FL",28.317627,-80.610191
"79932, El Paso, TX",31.89351,-106.6173415
"22043, Falls Church, VA",38.8989474,-77.20027449999999
"37148, Portland, TN",36.5767092,-86.514572
"78211, San Antonio, TX",29.3455351,-98.56660769999999
"85303, Glendale, AZ",33.5282033,-112.2205183
"11763, Medford, NY",40.8348987,-72.9814877
"32583, Milton, FL",30.6324149,-87.03968809999999
"92394, Victorville, CA",34.5639731,-117.3498955
"98028, Kenmore, WA",47.74623589999999,-122.2429188
"71303, Alexandria, LA",31.3066755,-92.5197932
"95358, Modesto, CA",37.6107909,-121.1022942
"6610, Bridgeport, CT",41.2007682,-73.1644628
"8619, Hamilton, NJ",40.2482028,-74.69858909999999
"99203, Spokane, WA",47.6260439,-117.4091598
"27607, Raleigh, NC",35.8019142,-78.6875364
"33558, Lutz, FL",28.1762931,-82.50775929999999
"37914, Knoxville, TN",35.9834366,-83.7942551
"33480, Palm Beach, FL",26.6872579,-80.0367259
"98671, Washougal, WA",45.5811472,-122.3538195
"77345, Houston, TX",30.0522464,-95.1588464
"63401, Hannibal, MO",39.7083789,-91.35848159999999
"52803, Davenport, IA",41.5349127,-90.5588787
"30291, Union City, GA",33.5754008,-84.5327038
"46052, Lebanon, IN",40.0484618,-86.46920779999999
"94704, Berkeley, CA",37.86373760000001,-122.2682245
"2180, Stoneham, MA",42.4766331,-71.0913748
"60561, Darien, IL",41.7478867,-87.9775787
"98178, Bryn Mawr-Skyway, WA",47.4938036,-122.2382307
"32809, Sky Lake, FL",28.4572272,-81.3914592
"94947, Novato, CA",38.12457310000001,-122.6616518
"20705, Beltsville, MD",39.0455425,-76.90668289999999
"49428, Jenison, MI",42.907248,-85.79197839999999
"20190, Reston, VA",38.9552797,-77.3381855
"43160, Washington Court House, OH",39.5373688,-83.437579
"64836, Carthage, MO",37.176447,-94.31022279999999
"76034, Colleyville, TX",32.8860707,-97.1467072
"48083, Troy, MI",42.5496035,-83.11127979999999
"35404, Tuscaloosa, AL",33.2223499,-87.4901086
"60013, Cary, IL",42.2128686,-88.2363819
"85306, Glendale, AZ",33.6222797,-112.1728283
"98275, Mukilteo, WA",47.902034,-122.3072458
"19428, Conshohocken, PA",40.0792766,-75.3015714
"83221, Blackfoot, ID",43.19047090000001,-112.3449773
"37405, Chattanooga, TN",35.1503998,-85.4169211
"37865, Seymour, TN",35.8725599,-83.77401979999999
"92337, Fontana, CA",34.0482749,-117.4438924
"32926, Cocoa, FL",28.3861159,-80.7419984
"52245, Iowa City, IA",41.6613587,-91.4918235
"80249, Denver, CO",39.7983842,-104.7722013
"98166, Burien, WA",47.4475151,-122.3567244
"72901, Fort Smith, AR",35.3704608,-94.4130648
"34212, Bradenton, FL",27.4933783,-82.37773349999999
"60706, Norridge, IL",41.9633064,-87.81075609999999
"93662, Selma, CA",36.5707838,-119.6120765
"33144, Miami, FL",25.7621935,-80.3129541
"27312, Pittsboro, NC",35.7201463,-79.1772371
"78599, Weslaco, TX",26.1989275,-97.9914086
"20601, Waldorf, MD",38.5915927,-76.8028933
"91301, Agoura Hills, CA",34.1533395,-118.7616764
"34613, North Weeki Wachee, FL",28.544952,-82.5564559
"32750, Longwood, FL",28.7030519,-81.3384011
"2907, Providence, RI",41.7956806,-71.4269679
"46845, Fort Wayne, IN",41.20768169999999,-85.116815
"45066, Springboro, OH",39.5598101,-84.21734029999999
"77803, Bryan, TX",30.6821782,-96.375799
"33444, Delray Beach, FL",26.4569636,-80.0814292
"45224, Cincinnati, OH",39.2079206,-84.5274616
"28532, Havelock, NC",34.8790492,-76.9013301
"98407, Tacoma, WA",47.2887352,-122.5134478
"44306, Akron, OH",41.03619,-81.4828198
"94580, San Lorenzo, CA",37.6729393,-122.1348629
"45202, Cincinnati, OH",39.1031971,-84.5064881
"73507, Lawton, OK",34.6035669,-98.39592909999999
"98292, Stanwood, WA",48.2410895,-122.3706837
"89120, Las Vegas, NV",36.0833352,-115.0999753
"3867, Rochester, NH",43.3104064,-70.99034379999999
"28443, Rocky Point, NC",34.4350957,-77.8877304
"3053, Londonderry, NH",42.8680259,-71.37569119999999
"79118, Amarillo, TX",35.1042931,-101.7296049
"90814, Long Beach, CA",33.7709051,-118.1429889
"46952, Marion, IN",40.6128584,-85.62292959999999
"3833, Exeter, NH",42.9813698,-70.9461778
"53045, Brookfield, WI",43.05328249999999,-88.1584129
"98020, Edmonds, WA",47.8040624,-122.3735496
"92354, Loma Linda, CA",34.0484387,-117.2499749
"33547, Riverview, FL",27.8645686,-82.3193347
"46321, Munster, IN",41.5443613,-87.50990569999999
"53027, Hartford, WI",43.3177794,-88.3789862
"48346, Clarkston, MI",42.7351196,-83.4192941
"44236, Hudson, OH",41.2527491,-81.4388858
"44139, Solon, OH",41.3897764,-81.44122589999999
"33470, Loxahatchee Groves, FL",26.7064797,-80.2657478
"89044, Henderson, NV",35.9208835,-115.1652008
"79706, Midland, TX",31.9995797,-102.0756701
"28120, Mount Holly, NC",35.3301866,-81.0202533
"2914, East Providence, RI",41.8164902,-71.3646236
"79602, Abilene, TX",32.3249863,-99.6564092
"2140, Cambridge, MA",42.3964457,-71.13593929999999
"28712, Brevard, NC",35.2334472,-82.7342919
"60459, Burbank, IL",41.7467619,-87.76073799999999
"73008, Bethany, OK",35.5094529,-97.64396110000001
"66216, Shawnee, KS",39.0063606,-94.7381013
"66109, Kansas City, KS",39.1584377,-94.8313257
"63090, Washington, MO",38.55810719999999,-91.01208779999999
"90210, Beverly Hills, CA",34.1030032,-118.4104684
"45102, Amelia, OH",39.0283966,-84.2177136
"90249, Gardena, CA",33.901022,-118.3169714
"91792, West Covina, CA",34.0332214,-117.9073244
"11378, New York, NY",40.7224092,-73.9095279
"98532, Chehalis, WA",46.6652443,-122.9698002
"10901, Ramapo, NY",41.1411152,-74.1357407
"68510, Lincoln, NE",40.804574,-96.6157192
"82718, Gillette, WY",44.2931097,-105.494199
"60108, Bloomingdale, IL",41.9485328,-88.09496089999999
"45414, Dayton, OH",39.8476384,-84.21734029999999
"89156, Las Vegas, NV",36.2153701,-114.9872821
"11421, New York, NY",40.693029,-73.859549
"70002, Metairie, LA",30.0144158,-90.16354419999999
"98074, Sammamish, WA",47.62115319999999,-122.0471292
"94030, Millbrae, CA",37.5958949,-122.4184108
"18944, Perkasie, PA",40.372048,-75.29267600000001
"45242, Blue Ash, OH",39.2364358,-84.3647199
"77384, Conroe, TX",30.24040849999999,-95.4882679
"95341, Merced, CA",37.3021632,-120.4829677
"27263, Archdale, NC",35.9154211,-79.9304633
"11729, Deer Park, NY",40.7622141,-73.317812
"33991, Cape Coral, FL",26.6309755,-82.00801400000002
"73701, Enid, OK",36.4189191,-97.8068851
"17015, South Middleton, PA",40.1527007,-77.2635038
"2043, Hingham, MA",42.2418426,-70.8897712
"80212, Denver, CO",39.7752563,-105.0498966
"84109, East Millcreek, UT",40.6948413,-111.8012751
"44305, Akron, OH",41.0745913,-81.46085599999999
"67213, Wichita, KS",37.6689444,-97.36786239999999
"78738, Bee Cave, TX",30.306098,-97.9523768
"59808, Missoula, MT",46.9870522,-114.1335617
"45255, Cincinnati, OH",39.0684387,-84.3226488
"91741, Glendora, CA",34.1568319,-117.8428651
"98310, Bremerton, WA",47.5940141,-122.6200119
"32444, Lynn Haven, FL",30.2371159,-85.6537627
"65810, Springfield, MO",37.1120141,-93.3086778
"55076, Inver Grove Heights, MN",44.838595,-93.0275802
"92841, Garden Grove, CA",33.7897841,-117.9776173
"35022, Bessemer, AL",33.2891965,-86.96240859999999
"73020, Choctaw, OK",35.4975625,-97.2689212
"90717, Lomita, CA",33.7950887,-118.319894
"2121, Boston, MA",42.3065441,-71.08246129999999
"64506, Saint Joseph, MO",39.7898725,-94.8022232
"1602, Worcester, MA",42.2628113,-71.80249309999999
"45638, Ironton, OH",38.5367471,-82.6829406
"85373, Sun City, AZ",33.6825711,-112.3039728
"85250, Scottsdale, AZ",33.5243639,-111.8985922
"91411, Los Angeles, CA",34.1799855,-118.4601175
"19438, Harleysville, PA",40.2795476,-75.3871206
"45208, Cincinnati, OH",39.13357329999999,-84.4356468
"17356, Windsor, PA",39.9162109,-76.58441069999999
"28202, Charlotte, NC",35.2326781,-80.8460822
"74115, Tulsa, OK",36.1933771,-95.9092754
"76541, Killeen, TX",31.1168297,-97.725376
"48088, Warren, MI",42.5222495,-82.98241209999999
"91784, Upland, CA",34.1616368,-117.6552185
"77061, Houston, TX",29.6549449,-95.2841177
"77504, Pasadena, TX",29.6526666,-95.1953554
"78148, Universal City, TX",29.557396,-98.3143192
"90710, Los Angeles, CA",33.7957752,-118.2965121
"37857, Rogersville, TN",36.407317,-83.0054423
"12533, East Fishkill, NY",41.5534267,-73.7956884
"15122, West Mifflin, PA",40.3509675,-79.9136731
"77478, Sugar Land, TX",29.6185208,-95.6090009
"2021, Canton, MA",42.1589844,-71.14494189999999
"2346, Middleborough, MA",41.875212,-70.83577919999999
"46953, Marion, IN",40.5347721,-85.7051116
"18504, Scranton, PA",41.423305,-75.6964405
"47025, Hidden Valley, IN",39.1622786,-84.84300669999999
"95959, Nevada City, CA",39.2615606,-121.0160594
"61081, Sterling, IL",41.8598202,-89.7567693
"37091, Lewisburg, TN",35.4492404,-86.7888887
"73064, Mustang, OK",35.384226,-97.7244867
"49534, Walker, MI",42.9709309,-85.77691639999999
"12144, Rensselaer, NY",42.6425794,-73.742898
"15090, Wexford, PA",40.6334426,-80.0594801
"63141, Creve Coeur, MO",38.6624944,-90.4785495
"95841, Sacramento, CA",38.6614578,-121.3484448
"97058, The Dalles, OR",45.6017716,-121.1848433
"37774, Loudon, TN",35.7328541,-84.3338112
"95354, Modesto, CA",37.6346973,-120.9704234
"33166, Miami Springs, FL",25.8223198,-80.289495
"52241, Coralville, IA",41.69992260000001,-91.5886966
"33774, Largo, FL",27.8847538,-82.82636149999999
"76308, Wichita Falls, TX",33.8511616,-98.544636
"60560, Yorkville, IL",41.6103357,-88.4210006
"45322, Englewood, OH",39.8775553,-84.3021672
"97239, Portland, OR",45.4874111,-122.6875541
"46805, Fort Wayne, IN",41.1024994,-85.1220031
"2905, Cranston, RI",41.7878199,-71.3943127
"8052, Maple Shade, NJ",39.9524427,-74.9968543
"22556, Stafford, VA",38.4220687,-77.4083086
"33761, Clearwater, FL",28.0305402,-82.7185282
"38242, Paris, TN",36.3020023,-88.32671069999999
"33602, Tampa, FL",27.9552692,-82.4563199
"70785, Walker, LA",30.4879678,-90.86148779999999
"53913, Baraboo, WI",43.4710944,-89.74429060000001
"39465, Petal, MS",31.3465627,-89.2600605
"98022, Enumclaw, WA",47.2042681,-121.9915003
"48371, Oxford, MI",42.8247607,-83.2649576
"21040, Edgewood, MD",39.4246225,-76.30583279999999
"48420, Vienna, MI",43.1754912,-83.6986568
"48473, Swartz Creek, MI",42.9572508,-83.8305144
"39531, Biloxi, MS",30.4028755,-88.96532260000001
"60178, Sycamore, IL",41.9889173,-88.6867538
"7869, Randolph, NJ",40.8482888,-74.5814773
"33486, Boca Raton, FL",26.3424842,-80.11494139999999
"27537, Henderson, NC",36.3295704,-78.3991721
"1104, Springfield, MA",42.1013104,-72.58927419999999
"8037, Hammonton, NJ",39.643728,-74.7571147
"48134, Flat Rock, MI",42.0964314,-83.2918744
"15106, Carnegie, PA",40.4086802,-80.0833885
"15905, Upper Yoder, PA",40.3031722,-79.0079949
"84092, Sandy, UT",40.5604308,-111.689921
"1832, Haverhill, MA",42.7909839,-71.13296849999999
"60053, Morton Grove, IL",42.0405852,-87.78256209999999
"33606, Tampa, FL",27.9386915,-82.472568
"49001, Kalamazoo, MI",42.25936249999999,-85.57150150000001
"33406, Lake Clarke Shores, FL",26.6453449,-80.0758754
"30233, Jackson, GA",33.2945651,-83.96602089999999
"53172, South Milwaukee, WI",42.9105722,-87.8606367
"85747, Tucson, AZ",32.0598547,-110.7837673
"97754, Prineville, OR",44.0112906,-120.6652964
"20715, Bowie, MD",38.9860548,-76.745195
"29360, Laurens, SC",34.4990116,-82.0142597
"32217, Jacksonville, FL",30.243028,-81.6309078
"40211, Louisville, KY",38.2371978,-85.8230251
"48081, Saint Clair Shores, MI",42.4974085,-82.89636039999999
"66204, Overland Park, KS",38.9930421,-94.68120859999999
"64086, Lees Summit, MO",38.9197046,-94.2846246
"92835, Fullerton, CA",33.9041552,-117.9307584
"34234, Sarasota, FL",27.3681789,-82.54563739999999
"43725, Cambridge, OH",40.031183,-81.5884561
"54904, Oshkosh, WI",44.0247062,-88.5426136
"99224, Spokane, WA",47.6728781,-117.5361046
"34788, Silver Lake, FL",28.8419338,-81.7984118
"96761, Lahaina, HI",20.882371,-156.6816195
"84780, Washington, UT",37.17582,-113.5014213
"70471, Mandeville, LA",30.4242371,-90.0279867
"99502, Anchorage, AK",61.1683028,-149.9860425
"46563, Plymouth, IN",41.3436554,-86.3097278
"11419, New York, NY",40.6900246,-73.8213213
"76208, Denton, TX",33.2045596,-97.06059979999999
"33569, Riverview, FL",27.8439011,-82.28548479999999
"20136, Bristow, VA",38.7492726,-77.57340479999999
"61920, Charleston, IL",39.4961458,-88.1761521
"80215, Lakewood, CO",39.747363,-105.1083542
"92118, Coronado, CA",32.6920499,-117.1911749
"78751, Austin, TX",30.3055711,-97.725376
"14618, Brighton, NY",43.1156031,-77.55621
"22406, Fredericksburg, VA",38.3003751,-77.4588059
"60448, Mokena, IL",41.5318621,-87.8844309
"83404, Idaho Falls, ID",43.4233213,-112.0143728
"34470, Ocala, FL",29.2001796,-82.06795199999999
"60406, Blue Island, IL",41.652712,-87.68276759999999
"93405, San Luis Obispo, CA",35.2827524,-120.6596156
"2048, Mansfield, MA",42.00925840000001,-71.2280234
"61802, Urbana, IL",40.1105875,-88.2072697
"92405, San Bernardino, CA",34.1402037,-117.2970026
"34638, Land O Lakes, FL",28.2705006,-82.52940650000001
"61115, Machesney Park, IL",42.3749329,-89.02271259999999
"10591, Sleepy Hollow, NY",41.085652,-73.85846839999999
"33477, Jupiter, FL",26.911947,-80.0814292
"60803, Alsip, IL",41.6685425,-87.7271123
"8859, Sayreville, NJ",40.4601511,-74.3176876
"8876, Branchburg, NJ",40.58681139999999,-74.69858909999999
"15120, Munhall, PA",40.3922914,-79.9000499
"4072, Saco, ME",43.5417803,-70.44503499999999
"53226, Wauwatosa, WI",43.0513426,-88.0411993
"59802, Missoula, MT",46.9539821,-113.9120099
"80124, Lone Tree, CO",39.5327347,-104.8980058
"7076, Scotch Plains, NJ",40.6254814,-74.3646122
"97013, Canby, OR",45.262692,-122.6957402
"55313, Buffalo, MN",45.1717846,-93.8747929
"2324, Bridgewater, MA",41.99024199999999,-70.9754708
"19803, Wilmington, DE",39.7961255,-75.5393155
"75702, Tyler, TX",32.368714,-95.3207069
"32726, Eustis, FL",28.8472701,-81.68020539999999
"85388, Surprise, AZ",33.6129195,-112.4470275
"42103, Bowling Green, KY",36.9616468,-86.317392
"28374, Pinehurst, NC",35.2035849,-79.4591378
"92227, Brawley, CA",32.9786566,-115.530267
"48842, Holt, MI",42.6272648,-84.5536678
"91202, Glendale, CA",34.1688371,-118.2702036
"13212, North Syracuse, NY",43.1347897,-76.1299238
"92881, Corona, CA",33.840139,-117.5378439
"94703, Berkeley, CA",37.85247409999999,-122.2738958
"13210, Syracuse, NY",43.0347064,-76.1261969
"75082, Richardson, TX",32.9971512,-96.6584666
"7621, Bergenfield, NJ",40.9203906,-74.00063279999999
"55345, Minnetonka, MN",44.9188292,-93.4902391
"45056, Oxford, OH",39.5069974,-84.74523099999999
"79072, Plainview, TX",34.1636756,-101.7523854
"98043, Mountlake Terrace, WA",47.7933719,-122.302732
"53092, Mequon, WI",43.2145528,-87.9530849
"45801, Lima, OH",40.786903,-84.0801613
"64083, Raymore, MO",38.801953,-94.4527294
"76134, Fort Worth, TX",32.6502803,-97.3408535
"20716, Bowie, MD",38.9218512,-76.7221082
"85739, Catalina, AZ",32.5000731,-110.9212146
"98520, Aberdeen, WA",46.9753708,-123.8157218
"2809, Bristol, RI",41.6771101,-71.26620249999999
"11720, Centereach, NY",40.86882629999999,-73.0759446
"48864, Okemos, MI",42.698235,-84.406761
"79603, Abilene, TX",32.3611059,-99.91298450000001
"1905, Lynn, MA",42.4697809,-70.95690239999999
"63042, Hazelwood, MO",38.7884682,-90.403094
"77053, Houston, TX",29.5724141,-95.46729619999999
"50131, Johnston, IA",41.68061,-93.72320049999999
"77657, Lumberton, TX",30.2657655,-94.1996286
"29170, Oak Grove, SC",33.9857352,-81.1474925
"18505, Scranton, PA",41.3879567,-75.6499025
"48085, Troy, MI",42.6081355,-83.11127979999999
"64134, Kansas City, MO",38.9328362,-94.4902774
"14845, Horseheads, NY",42.167019,-76.8205119
"29690, Travelers Rest, SC",34.9676167,-82.4434548
"49017, Battle Creek, MI",42.39053270000001,-85.1686743
"29585, Pawleys Island, SC",33.4332236,-79.12143130000001
"22209, Arlington, VA",38.8922092,-77.070837
"11701, Amityville, NY",40.6789893,-73.4170673
"2910, Cranston, RI",41.7803391,-71.4358733
"60487, Tinley Park, IL",41.5658106,-87.83041449999999
"29016, Blythewood, SC",34.2143159,-80.97397699999999
"32952, Merritt Island, FL",28.2949008,-80.6659842
"7016, Cranford, NJ",40.6569929,-74.30595459999999
"32176, Ormond Beach, FL",29.2971256,-81.0478643
"47546, Jasper, IN",38.3914418,-86.9311094
"77385, Conroe, TX",30.1969977,-95.42537569999999
"19064, Springfield, PA",39.9304833,-75.329557
"53143, Kenosha, WI",42.564798,-87.83041449999999
"44087, Twinsburg, OH",41.3125552,-81.4401129
"33154, Bal Harbour, FL",25.8917613,-80.1269896
"80023, Broomfield, CO",39.9651949,-105.0206757
"8109, Merchantville, NJ",39.950473,-75.04867589999999
"49783, Sault Sainte Marie, MI",46.49771150000001,-84.3475876
"8731, Lacey, NJ",39.9018444,-74.2883536
"21204, Towson, MD",39.407567,-76.6354952
"11433, New York, NY",40.69978340000001,-73.7860276
"51104, Sioux City, IA",42.5338852,-96.4024118
"78735, Austin, TX",30.2573497,-97.86127669999999
"28805, Asheville, NC",35.5873834,-82.49147909999999
"39702, Columbus, MS",33.44975730000001,-88.3433623
"94547, Hercules, CA",38.00674,-122.259717
"43616, Oregon, OH",41.6615051,-83.41098339999999
"11360, New York, NY",40.7779482,-73.7801447
"19007, Bristol, PA",40.1006661,-74.8518311
"32751, Maitland, FL",28.6366753,-81.3674389
"54913, Appleton, WI",44.3316981,-88.4210006
"44320, Akron, OH",41.0789043,-81.5870604
"33811, Medulla, FL",27.9678016,-81.97341639999999
"95961, Olivehurst, CA",39.0954484,-121.5521858
"91945, Lemon Grove, CA",32.7381191,-117.0382158
"80232, Lakewood, CO",39.6884271,-105.096661
"98296, Snohomish, WA",47.8313268,-122.0938937
"43452, Port Clinton, OH",41.5119954,-82.93769189999999
"74801, Shawnee, OK",35.3113187,-96.95312249999999
"45227, Cincinnati, OH",39.1495912,-84.39099910000002
"50702, Waterloo, IA",42.4638414,-92.3172324
"91915, Chula Vista, CA",32.6277588,-116.9499191
"33189, Cutler Bay, FL",25.5734243,-80.3380213
"15143, Franklin Park, PA",40.55937309999999,-80.1651854
"83864, Sandpoint, ID",48.276577,-116.553465
"95776, Woodland, CA",38.67851570000001,-121.7732971
"1945, Marblehead, MA",42.49995819999999,-70.8578024
"85396, Buckeye, AZ",33.5183366,-112.6913764
"45371, Tipp City, OH",39.9583892,-84.17216379999999
"7644, Lodi, NJ",40.8775996,-74.08507689999999
"34266, Arcadia, FL",27.2158826,-81.8584164
"91755, Monterey Park, CA",34.0427819,-118.1181199
"49431, Ludington, MI",43.9552825,-86.4525831
"64116, Kansas City, MO",39.1584696,-94.5727598
"83647, Mountain Home, ID",43.1329504,-115.6911975
"27518, Cary, NC",35.7315398,-78.7759559
"77632, Mauriceville, TX",30.2035419,-93.86628189999999
"14830, Corning, NY",42.1428521,-77.05469029999999
"33028, Pembroke Pines, FL",26.0193082,-80.34915989999999
"20112, Manassas, VA",38.7512726,-77.4706769
"66202, Mission, KS",39.0246739,-94.6708709
"27203, Asheboro, NC",35.7312824,-79.7960523
"46041, Frankfort, IN",40.2794809,-86.5108355
"53147, Lake Geneva, WI",42.5916836,-88.4334301
"90720, Los Alamitos, CA",33.7976003,-118.0712981
"68114, Omaha, NE",41.2674199,-96.0520363
"72761, Siloam Springs, AR",36.1859196,-94.54156429999999
"48348, Clarkston, MI",42.7351196,-83.4192941
"75771, Hide A Way, TX",32.49042,-95.4574571
"95377, Tracy, CA",37.6571548,-121.4684703
"1843, Lawrence, MA",42.6875214,-71.1626756
"31326, Rincon, GA",32.2947732,-81.2353612
"63110, Saint Louis, MO",38.6212468,-90.2526163
"79015, Canyon, TX",34.9803342,-101.9188024
"70460, Slidell, LA",30.3203797,-89.83177289999999
"2122, Boston, MA",42.29671460000001,-71.0527482
"41005, Burlington, KY",39.02756,-84.7241133
"46580, Warsaw, IN",41.2381,-85.8530469
"95521, Arcata, CA",40.8665166,-124.0828396
"77020, Houston, TX",29.7692001,-95.31547839999999
"70401, Hammond, LA",30.5155207,-90.4785495
"8879, South Amboy, NJ",40.4862912,-74.2840549
"15801, Treasure Lake, PA",41.1733942,-78.7158611
"20879, Gaithersburg, MD",39.1733025,-77.1772737
"10552, Mount Vernon, NY",40.9247625,-73.8242621
"33759, Clearwater, FL",27.9711651,-82.6969408
"76018, Arlington, TX",32.6651539,-97.0821162
"10308, New York, NY",40.5535039,-74.1504204
"10954, Clarkstown, NY",41.09912629999999,-74.0123851
"33572, Apollo Beach, FL",27.7744875,-82.3994214
"48182, Temperance, MI",41.7792144,-83.5688244
"67114, Newton, KS",38.0466779,-97.34503649999999
"28043, Forest City, NC",35.3340108,-81.8651028
"37216, Nashville, TN",36.2130528,-86.72654829999999
"41015, Covington, KY",38.9725462,-84.490753
"63111, Saint Louis, MO",38.5635304,-90.2479232
"1886, Westford, MA",42.5899487,-71.4536835
"44067, Northfield, OH",41.3450547,-81.528452
"49315, Byron Center, MI",42.8122508,-85.7228061
"27539, Apex, NC",35.6814022,-78.7589558
"66106, Kansas City, KS",39.0704366,-94.6967189
"97034, Lake Oswego, OR",45.4031666,-122.688201
"64063, Lees Summit, MO",38.9116463,-94.36165160000002
"46528, Goshen, IN",41.5891606,-85.83456389999999
"60443, Matteson, IL",41.5092744,-87.74680710000001
"23693, Yorktown, VA",37.2387556,-76.5096731
"32713, Debary, FL",28.8713443,-81.32893969999999
"45449, West Carrollton, OH",39.6692118,-84.24368489999999
"33860, Mulberry, FL",27.8953038,-81.9734172
"29906, Burton, SC",32.4357481,-80.72399539999999
"31069, Perry, GA",32.4498466,-83.7411631
"11415, New York, NY",40.7071412,-73.82867329999999
"66203, Shawnee, KS",39.0234301,-94.70188999999999
"40215, Louisville, KY",38.1830462,-85.7820416
"1720, Acton, MA",42.4850931,-71.43284
"48331, Farmington Hills, MI",42.508645,-83.41098339999999
"7040, Maplewood, NJ",40.7312956,-74.2707509
"39648, McComb, MS",31.2391441,-90.3936722
"46517, Elkhart, IN",41.6312177,-85.9917437
"85043, Phoenix, AZ",33.4304026,-112.2026347
"44011, Avon, OH",41.4531581,-82.00801400000002
"29206, Forest Acres, SC",34.0258687,-80.95947509999999
"12304, Schenectady, NY",42.7765383,-73.9065883
"15239, Plum, PA",40.4909423,-79.7287703
"1440, Gardner, MA",42.5750883,-71.998133
"55447, Plymouth, MN",44.9932921,-93.4959133
"92832, Fullerton, CA",33.8733037,-117.9307584
"10541, Carmel, NY",41.4007342,-73.7595532
"46806, Fort Wayne, IN",41.0461108,-85.0960576
"13850, Vestal, NY",42.0855898,-76.053575
"60008, Rolling Meadows, IL",42.0660499,-88.01674059999999
"19608, Spring, PA",40.319402,-76.02758589999999
